ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands
2163,simple,,,original topaz yellow pukhraj in karachi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2164,simple,,,original topaz yellow pukhraj in faisalabad,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2165,simple,,,original topaz yellow pukhraj in peshawar,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2166,simple,,,original topaz yellow pukhraj in quetta,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2167,simple,,,original topaz yellow pukhraj in islamabad,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2168,simple,,,original topaz yellow pukhraj in saudi arabia,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2169,simple,,,original topaz yellow pukhraj in ajman,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2170,simple,,,original topaz yellow pukhraj in sharjah,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2171,simple,,,original topaz yellow pukhraj in abu dhabi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2172,simple,,,original topaz yellow pukhraj in dubai,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2173,simple,,,original topaz yellow pukhraj in uae,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2174,simple,,,original topaz yellow pukhraj in melbourne,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2175,simple,,,original topaz yellow pukhraj in sydney,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2176,simple,,,original topaz yellow pukhraj in australia,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2177,simple,,,original topaz yellow pukhraj in damam,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2178,simple,,,original topaz yellow pukhraj in mecca,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2179,simple,,,original topaz yellow pukhraj in madina,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2180,simple,,,original topaz yellow pukhraj in riyadh,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2181,simple,,,original topaz yellow pukhraj in jeddah,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2182,simple,,,original topaz yellow pukhraj in uk,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2183,simple,,,yellow pukhraj stone price in pakistan,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2184,simple,,,original topaz yellow pukhraj in karachi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2185,simple,,,original topaz yellow pukhraj in faisalabad,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2186,simple,,,original topaz yellow pukhraj in peshawar,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2187,simple,,,original topaz yellow pukhraj in quetta,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2188,simple,,,original topaz yellow pukhraj in islamabad,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2189,simple,,,original topaz yellow pukhraj in saudi arabia,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2190,simple,,,original topaz yellow pukhraj in ajman,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2191,simple,,,original topaz yellow pukhraj in sharjah,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2192,simple,,,original topaz yellow pukhraj in abu dhabi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2193,simple,,,original topaz yellow pukhraj in dubai,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2194,simple,,,original topaz yellow pukhraj in uae,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2195,simple,,,original topaz yellow pukhraj in melbourne,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2196,simple,,,original topaz yellow pukhraj in sydney,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2197,simple,,,original topaz yellow pukhraj in australia,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2198,simple,,,original topaz yellow pukhraj in damam,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2199,simple,,,original topaz yellow pukhraj in mecca,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2200,simple,,,original topaz yellow pukhraj in madina,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2201,simple,,,original topaz yellow pukhraj in riyadh,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2202,simple,,,original topaz yellow pukhraj in jeddah,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2203,simple,,,original topaz yellow pukhraj in uk,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2204,simple,,,original topaz yellow pukhraj in brisbane,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2205,simple,,,original topaz yellow pukhraj in perth,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2206,simple,,,original topaz yellow pukhraj in calgary,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2207,simple,,,original topaz yellow pukhraj in canada,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2208,simple,,,original topaz yellow pukhraj in london,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2209,simple,,,original topaz yellow pukhraj in sheffield,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2210,simple,,,original topaz yellow pukhraj in birmingham,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2211,simple,,,original topaz yellow pukhraj in liverpol,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2212,simple,,,original topaz yellow pukhraj in manchester,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2213,simple,,,original topaz yellow pukhraj in us,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2214,simple,,,original topaz yellow pukhraj in glasgow,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2215,simple,,,original topaz yellow pukhraj in new york,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2216,simple,,,original topaz yellow pukhraj in saskatoon,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2217,simple,,,original yellow topaz pukhraj in edmonton,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2218,simple,,,original topaz yellow pukhraj in montreal,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2219,simple,,,original topaz yellow pukhraj in victoria,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2220,simple,,,original topaz yellow pukhraj in brooklyn,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2221,simple,,,original topaz yellow pukhraj in chicago,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2222,simple,,,original topaz yellow pukhraj in los angeles,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2223,simple,,,topaz yellow pukhraj stone,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2224,simple,,,yellow sapphire pukhraj,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2225,simple,,,yellow pukhraj stone,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2226,simple,,,yellow pukhraj stone benefits,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2227,simple,,,yellow pukhraj stone price,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2228,simple,,,yellow pukhraj ring,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2229,simple,,,yellow pukhraj,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2230,simple,,,original topaz yellow pukhraj in pakistan 2,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2231,simple,,,pukhraj yellow stone,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2232,simple,,,original topaz yellow pukhraj in pakistan 2,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2233,simple,,,pukhraj yellow stone,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Topaz-Pukhraj, Topaz-Pukhraj > Topaz-Pukhraj (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/erasebg-transformed.webp,,,,,,,,,0,
2234,simple,,,yellow sapphire price in karachi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2235,simple,,,can aries wear yellow sapphire,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2236,simple,,,yellow sapphire price in karachi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2237,simple,,,can aries wear yellow sapphire,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2238,simple,,,yellow sapphire price in karachi,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2239,simple,,,can aries wear yellow sapphire,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2240,simple,,,yellow sapphire online shopping,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2241,simple,,,yellow sapphire stone price in sri lanka,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2242,simple,,,yellow sapphire dubai,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2243,simple,,,yellow sapphire effect astrology,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2244,simple,,,yellow sapphire in kanna,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2245,simple,,,yellow sapphire stone price in india,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2246,simple,,,yellow sapphire properties,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2247,simple,,,yellow sapphire stone cost,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2248,simple,,,yellow sapphire india,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2249,simple,,,yellow sapphire price,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2250,simple,,,yellow sapphire price per carat,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2251,simple,,,yellow sapphire gemstone benefits,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
2252,simple,,,yellow sapphire health benefits,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,200,"Sapphire - Neelam, Sapphire - Neelam > Sapphire – Neelam (Yellow)",,,https://omegasols.com/aadam/wp-content/uploads/2025/04/Untitled-3-5.webp,,,,,,,,,0,
